b2-400|rascar el bolsillo=>掏钱（口语）;no rascó ni un euro=>他一个子儿也没掏
b2-401|desembolsar una cantidad=>支出一笔款项;desembolsar 500 euros=>掏了500欧元
b2-402|a escote=>AA 制;pagar a escote=>各付各的
b2-403|ir a medias=>对半分摊;fuimos a medias en el regalo=>礼物钱我们平摊
b2-404|hacer un regalo de boda=>随份子;le hicimos un regalo de boda generoso=>我们给他随了份厚礼
b2-405|invitar a=>请客;te invito a una cerveza=>我请你喝杯啤酒
b2-406|poner de su parte=>尽自己一份力;todos pusieron de su parte=>每个人都尽了力
b2-407|echar el resto=>拼尽全力;echó el resto en la final=>决赛他拼尽了全力
b2-408|darlo todo=>全力以赴;el equipo lo dio todo=>全队拼尽全力
b2-409|quedarse con las ganas=>错过心愿;nos quedamos con las ganas de verlo=>我们最终没能看成
b2-410|morirse de hambre=>饿得要命;morirse de aburrimiento=>无聊得要死
b2-411|morir de ganas=>渴望至极;muero de ganas de verte=>我特别特别想见你
b2-412|estar que no puede más=>撑不住了;estoy que no puedo más de sueño=>我困得不行了
b2-413|aguantar=>忍受，坚持;no aguanto más este ruido=>这噪音我受不了了;aguantar la respiración=>屏住呼吸
b2-414|soportar=>忍受;no soporto que me mientan=>我受不了别人骗我
b2-415|resistir=>抵抗，撑住;resistir el ataque=>抵挡进攻;resistir hasta el final=>坚持到最后
b2-416|hacer la vista gorda=>睁一只眼闭一只眼;el profesor hizo la vista gorda=>老师睁只眼闭只眼
b2-417|mirar hacia otro lado=>视而不见;las autoridades miraron hacia otro lado=>当局装作没看见
b2-418|poner el grito en el cielo=>强烈抗议;los vecinos pusieron el grito en el cielo=>邻居们强烈抗议
b2-419|gritar a voz en grito=>高声叫喊;gritaba a voz en grito pidiendo ayuda=>他高声呼救
b2-420|a grito pelado=>放声大喊;llamar a grito pelado=>扯着嗓子喊
b2-421|fijarse en=>注意到;no te fijaste en el detalle=>你没注意到那个细节
b2-422|darse cuenta de la falta=>发觉缺失;me di cuenta de la falta de dinero tarde=>我太晚才发现钱不够
b2-423|sustituir por=>替换为;sustituyeron la máquina por una nueva=>他们把机器换成了新的
b2-424|cambiar por=>换成;¿me cambia este jersey por una talla más grande?=>能帮我换成大一号的吗
b2-425|despedirse de=>告别;nos despedimos de los anfitriones=>我们向主人道别
b2-426|despedir a alguien en el aeropuerto=>到机场送别;fui a despedirla al aeropuerto=>我去机场送了她
b2-427|recoger a alguien=>接某人;voy a recoger a los niños al cole=>我去学校接孩子
b2-428|dejar a alguien en=>把某人送到;te dejo en la esquina=>我送你到街角
b2-429|acompañar a=>陪同;te acompaño al médico=>我陪你去看医生
b2-430|acompañar con=>搭配;el vino acompaña bien con el pescado=>这酒配鱼很合适
b2-431|añorar=>思念;añoro los veranos de mi infancia=>我怀念童年的夏天
b2-432|la morriña=>乡愁（西班牙西北）;le entró la morriña=>他涌起了乡愁
b2-433|no pegar ojo=>一夜没合眼;anoche no pegué ojo=>昨晚我一夜没合眼
b2-434|dormir a pierna suelta=>睡得香甜;durmió a pierna suelta hasta mediodía=>他一觉睡到大中午
b2-435|en un abrir y cerrar de ojos=>一眨眼工夫;desapareció en un abrir y cerrar de ojos=>他一眨眼就不见了
b2-436|a la velocidad del rayo=>闪电般地;salió a la velocidad del rayo=>他一阵风似的跑了
b2-437|echar el freno=>踩刹车，收敛;hay que echar el freno a los gastos=>该刹住开支了
b2-438|pisar el acelerador=>踩油门，加速;pisa el acelerador que llegamos tarde=>快踩油门，我们要迟到了
b2-439|estar en las nubes=>心不在焉;perdona, estaba en las nubes=>抱歉，我刚才走神了
b2-440|bajar de las nubes=>回到现实;la factura me bajó de las nubes=>账单把我拉回了现实
b2-441|hacer castillos en el aire=>做空中楼阁式的美梦;deja de hacer castillos en el aire=>别做白日梦了
b2-442|prometer el oro y el moro=>许下天大承诺;prometieron el oro y el moro y no cumplieron=>他们许下豪言却没兑现
b2-443|salvarse por los pelos=>勉强过关;se salvó por los pelos en el examen=>他考试勉强及格
b2-444|por los pelos=>勉强地;llegué por los pelos=>我勉强赶上
b2-445|de milagro=>简直是奇迹;de milagro no chocaron=>他们没撞上真是奇迹
b2-446|no dar crédito a los ojos=>不敢相信眼睛;no daba crédito a mis ojos=>我不敢相信自己的眼睛
b2-447|costar un ojo de la cara=>贵得离谱;ese coche cuesta un ojo de la cara=>那辆车贵得吓人
b2-448|valer un potosí=>价值连城;ese cuadro vale un potosí=>那幅画价值连城
b2-449|no tener precio=>无价;un amigo así no tiene precio=>这样的朋友无价
b2-450|tirar el dinero=>乱花钱;no tires el dinero en eso=>别把钱浪费在那上面
﻿b2-451|echar balones fuera=>回避重点;no eches balones fuera y responde=>别绕了，回答我
b2-452|irse por las ramas=>绕圈子;deja de irte por las ramas=>别兜圈子了
b2-453|irse por la tangente=>岔开话题;cuando le pregunto se va por la tangente=>我一问他就岔开话
b2-454|ir al grano=>直奔主题;vayamos al grano=>咱们说正事吧
b2-455|sin rodeos=>开门见山地;se lo dije sin rodeos=>我直截了当跟他说了
b2-456|guardar un as en la manga=>留有后手;siempre guarda un as en la manga=>他总有后招
b2-457|cantar las cuarenta=>痛斥一顿;le cantaron las cuarenta=>他们把他狠狠数落了一顿
b2-458|tomar cartas en el asunto=>出手干预;el juez tomó cartas en el asunto=>法官介入了此事
b2-459|hablar por los codos=>滔滔不绝;habla por los codos sin parar=>他说起来没完没了
b2-460|meter baza=>插话;sin dejar que nadie meta baza=>不让人插一句话
b2-461|no soltar prenda=>守口如瓶;pregunté pero no soltó prenda=>我问了但他只字不吐
b2-462|ser un libro abierto=>一目了然;para mí es un libro abierto=>在我眼里他就像本摊开的书
b2-463|leer entre líneas=>读出言外之意;hay que leer entre líneas=>得听出弦外之音
b2-464|hablar en chino=>像听天书;para mí eso es hablar en chino=>对我来说那简直是天书
b2-465|en cristiano=>说人话（口语）;¡dímelo en cristiano!=>你跟我说人话
b2-466|quedarse en nada=>不了了之;el proyecto se quedó en nada=>项目最后黄了
b2-467|quedar en agua de borrajas=>化为泡影;todos sus planes quedaron en agua de borrajas=>他的计划全泡汤了
b2-468|no llegar a buen puerto=>未能善终;la negociación no llegó a buen puerto=>谈判没谈成
b2-469|hacer buenas migas=>合得来;los niños hacen buenas migas=>孩子们很玩得来
b2-470|ser uña y carne=>亲密无间;desde niños son uña y carne=>他们从小形影不离
b2-471|llevarse el gato al agua=>笑到最后;al final se llevó el gato al agua=>最后还是他赢了
b2-472|dar en el blanco=>正中要害;su crítica dio en el blanco=>他的批评一针见血
b2-473|dar en el clavo=>说得准;con el diagnóstico dio en el clavo=>诊断说得一点没错
b2-474|matar dos pájaros de un tiro=>一石二鸟;así matamos dos pájaros de un tiro=>这样我们一举两得
b2-475|matar el tiempo=>消磨时间;mato el tiempo con el móvil=>我刷手机打发时间
b2-476|el tiempo vuela=>时光飞逝;¡cómo vuela el tiempo!=>时间过得真快
b2-477|a lo hecho, pecho=>覆水难收要面对;a lo hecho, pecho: asúmelo=>事已至此，坦然面对吧
b2-478|donde dije digo, digo Diego=>出尔反尔;otra vez con lo de digo Diego=>你又改口了
b2-479|comerse el coco=>绞尽脑汁，瞎琢磨;no te comas el coco por eso=>别为这事瞎琢磨
b2-480|comerse la cabeza=>伤脑筋;me comí la cabeza con el acertijo=>那个谜题让我伤透了脑筋
b2-481|romperse la cabeza=>冥思苦想;me rompo la cabeza y no lo entiendo=>我想破了头也不明白
b2-482|estar en un mar de dudas=>满腹疑云;estoy en un mar de dudas=>我心里满是问号
b2-483|la duda ofende=>怀疑即冒犯;no me mires así, la duda ofende=>别那样看我，怀疑我就是冒犯我
b2-484|fuera de duda=>毫无疑问;es, fuera de duda, el mejor=>他毫无疑问是最棒的
b2-485|estar más claro que el agua=>一清二楚;el informe está más claro que el agua=>报告写得明明白白
b2-486|agua cristalina=>清澈的水;un cielo cristalino=>万里无云的天空
b2-487|a la clara=>公开地（拉美）;poner las cosas a la clara=>把事情摆到明面上
b2-488|con la sartén por el mango=>占主动权;nos quedamos con la sartén por el mango=>主动权在我们手里
b2-489|tomar el mando=>掌舵;tomó el mando de la empresa=>他接管了公司
b2-490|llevar las riendas=>掌控局面;quién lleva las riendas aquí?=>这里谁说了算
b2-491|hacer y deshacer=>为所欲为;hace y deshace a su antojo=>他为所欲为
b2-492|a su antojo=>随心所欲;come a su antojo=>他想吃啥就吃啥
b2-493|a gusto=>舒适自在;siéntate y está a gusto=>坐下，别拘束
b2-494|como pez fuera del agua=>格格不入;en la fiesta me sentí como pez fuera del agua=>聚会上我如坐针毡
b2-495|sentirse como en casa=>宾至如归;aquí te puedes sentir como en casa=>在这里就像在自己家
b2-496|hacer los honores=>尽地主之谊;yo haré los honores de la casa=>我来尽地主之谊
b2-497|hacer los deberes=>做足功课;el equipo hizo los deberes=>这支球队做足了功课
b2-498|un secreto a voces=>公开的秘密;su relación es un secreto a voces=>他俩的事人尽皆知
b2-499|el dedo en la llaga=>戳到痛处;tocó el dedo en la llaga=>他戳到了痛处
b2-500|tocar la fibra sensible=>触动心弦;la película toca la fibra sensible=>这部电影触动了人心
b2-501|apretar las tuercas=>收紧管控;el gobierno apretó las tuercas=>政府收紧了管控
b2-502|poner el cascabel al gato=>挺身冒险;quién pone el cascabel al gato?=>谁来做这个出头的事
b2-503|estar al pie del cañón=>坚守岗位;aunque esté malo, está al pie del cañón=>尽管不舒服他仍坚守岗位
b2-504|echar una siesta rápida=>小睡片刻;echo una siesta rápida de diez minutos=>我眯十分钟
b2-505|dormir el sueño de los justos=>问心无愧地酣睡;duerme el sueño de los justos=>他睡得心安理得
b2-506|ser un cielo=>人特别好;la vecina es un cielo=>邻居人特别好
b2-507|no tener abuela=>自恋（无需人夸）;no necesita que se lo digan: no tiene abuela=>他自夸成性，都不用别人夸
b2-508|de tal palo, tal astilla=>有其父必有其子;de tal palo, tal astilla: igual que su padre=>有其父必有其子，跟他爸一个模子
b2-509|de padre y muy señor mío=>阔绰地;nos recibió de padre y muy señor mío=>他极尽排场地招待了我们
b2-510|a lo grande=>大手笔地;celebró el cumpleaños a lo grande=>他把生日办得风风光光
b2-511|como Dios manda=>规规矩矩地;hazlo como Dios manda=>你把它好好做完
b2-512|a lo que salga=>随遇而安;iremos a lo que salga=>走一步看一步
b2-513|pasar de todo=>满不在乎;él pasa de todo=>他对啥都无所谓
b2-514|no pasar por ahí=>别来这套;conmigo no pases por ahí=>跟我你别来这套
b2-515|ni por asomo=>绝不;ni por asomo pienso ir=>我压根没想去
b2-516|ni de broma=>想都别想;ni de broma se lo presto=>借给他？想都别想
b2-517|ni hablar=>没门;¿me dejas el coche? – Ni hablar=>车借你？没门
b2-518|de ninguna de las maneras=>无论如何不;de ninguna de las maneras lo permitiré=>我绝不允许
b2-519|de ninguna manera=>绝不;de ninguna manera voy a aceptar=>我无论如何不会接受
b2-520|ni que fuera=>就好像…似的;ni que fuera millonario=>搞得跟他是百万富翁似的
b2-521|como si tal cosa=>若无其事;se fue como si tal cosa=>他若无其事地走了
b2-522|sin inmutarse=>不动声色;escuchó la noticia sin inmutarse=>他听到消息面不改色
b2-523|tomarse algo con calma=>淡定对待;tómatelo con calma=>你淡定点
b2-524|sobreponerse a=>从…中振作;supo sobreponerse al dolor=>他挺过了伤痛
b2-525|reponerse de=>恢复;se está reponiendo de la operación=>他术后正在恢复
b2-526|ponerse las pilas=>打起精神，加油干;ponte las pilas o suspenderás=>加把劲，不然要挂科了
b2-527|a tope=>火力全开地;trabajamos a tope=>我们火力全开地干
b2-528|a morir=>死忠地，极度地;es mi equipo a morir=>这是我最死忠的球队
b2-529|de corazón=>真心地;te lo digo de corazón=>我发自内心跟你说
b2-530|con el corazón en la mano=>推心置腹;te lo contaré con el corazón en la mano=>我推心置腹跟你讲
b2-531|de corazón a corazón=>心贴心;hablamos de corazón a corazón=>我们促膝谈心
b2-532|a ciegas=>盲目地;no firmes a ciegas=>别稀里糊涂就签字
b2-533|a ojos cerrados=>闭着眼（完全信任）;confiar en alguien a ojos cerrados=>对某人深信不疑
b2-534|a pie juntillas=>全然地，深信不疑;creerse algo a pie juntillas=>对某事深信不疑
b2-535|de oreja a oreja=>笑得合不拢嘴;sonreír de oreja a oreja=>咧着嘴笑
b2-536|hablando del rey de Roma=>说曹操曹操到;hablando del rey de Roma: ahí llega=>说曹操曹操到，他来了
b2-537|cuando las ranas crien pelo=>猴年马月;terminaré cuando las ranas crien pelo=>等猴年马月我才做完呢
b2-538|ni en sueños=>做梦也别想;ni en sueños lo imaginé=>我做梦也没想到
b2-539|hacer la vista gorda ante=>对…睁只眼闭只眼;hizo la vista gorda ante las irregularidades=>他对违规睁只眼闭只眼
b2-540|volver la mirada=>回眸，回顾;volvió la mirada hacia el público=>他把目光转向观众
b2-541|en el fondo=>说到底;en el fondo es buena persona=>他本质上是个好人
b2-542|vamos a ver=>我们来看看;vamos a ver qué pasó=>咱们看看发生了什么
b2-543|en resumidas cuentas=>简而言之;en resumidas cuentas, no funcionó=>总而言之，没成
b2-544|para colmo=>更糟的是;llegó tarde y, para colmo, sin avisar=>他迟到了，更糟的是还没打招呼
b2-545|por si fuera poco=>雪上加霜;por si fuera poco, empezó a llover=>祸不单行，又下起了雨
b2-546|no ya ... sino=>不仅不…反而;no ya no ayudó, sino que estorbó=>他不仅不帮忙反而添乱
b2-547|lejos de=>远非;lejos de mejorar, empeoró=>非但没好转，反而恶化了
b2-548|antes al contrario=>恰恰相反;no me molestó, antes al contrario, me alegró=>我不但不恼，反而高兴
b2-549|todo lo contrario=>完全相反;¿está cansado? – Todo lo contrario=>他累吗？恰恰相反
b2-550|dicho de otro modo=>换句话说;dicho de otro modo, es imposible=>换个说法，就是不可能
b2-551|en otras palabras=>换言之;en otras palabras, renunció=>也就是说，他辞职了
b2-552|mejor dicho=>更准确地说;ayer, mejor dicho, anteanoche=>昨天，确切说是前天晚上
b2-553|por así decirlo=>可以这么说;es, por así decirlo, un padre para mí=>可以说他就像我的父亲
b2-554|en cierto modo=>在某种程度上;en cierto modo tiene razón=>某种程度上他有道理
b2-555|en cierto sentido=>从某种意义上;en cierto sentido fue un éxito=>某种意义上这算成功
b2-556|por partes=>分步来;hagámoslo por partes=>咱们一步步来
b2-557|de a poco=>慢慢地（拉美）;de a poco fue mejorando=>他一点点好起来
b2-558|paulatinamente=>逐渐地;el precio subió paulatinamente=>价格逐步上涨
b2-559|progresivamente=>渐进地;mejorar progresivamente=>逐步改善
b2-560|una obra de arte=>一件艺术品;esta paella es una obra de arte=>这锅海鲜饭简直是艺术品
b2-561|una galería de arte=>艺术画廊;exponer en una galería=>在画廊办展
b2-562|un cuadro de Velázquez=>一幅委拉斯开兹的画;colgar un cuadro=>挂一幅画
b2-563|una escultura de bronce=>一尊青铜雕塑;esculpir una escultura=>雕一尊像
b2-564|hacer un retrato=>画一幅肖像;el retrato oficial=>官方肖像
b2-565|un paisaje impresionante=>一处震撼的风景;pintar paisajes=>画风景画
b2-566|un bodegón con frutas=>一幅水果静物画
b2-567|la pintura al óleo=>油画颜料;la pintura mural=>壁画
b2-568|pintar al óleo=>画油画
b2-569|pintar con acuarela=>画水彩
b2-570|hacer un boceto=>打个草稿;un boceto rápido=>一张速写
b2-571|trazos firmes=>遒劲的笔触;con un solo trazo=>一笔画成
b2-572|un lienzo en blanco=>一块空白画布;pintar sobre el lienzo=>在画布上作画
b2-573|pinceladas finales=>收尾几笔;con un pincel fino=>用细笔
b2-574|la paleta del pintor=>画家的调色板;una paleta de colores=>一套色板
b2-575|el sentido estético=>审美感;criterios de estética=>美学标准
b2-576|el arte de vanguardia=>先锋派艺术;estar en la vanguardia=>走在最前沿
b2-577|el autor de la novela=>小说作者;ser autor de=>是…的作者
b2-578|la autora del ensayo=>随笔作者（女）
b2-579|una obra literaria=>一部文学作品;la literatura española=>西班牙文学
b2-580|una obra maestra=>一部杰作;obra maestra de la literatura=>文学杰作
b2-581|un clásico de la literatura=>一部文学经典;los clásicos griegos=>希腊经典
b2-582|el género literario=>文学体裁;el género masculino y femenino=>阳性和阴性
b2-583|leer novela negra=>读推理小说;una novela negra de intriga=>一部悬疑推理小说
b2-584|una novela histórica=>一部历史小说
b2-585|escribir poesía=>写诗;un libro de poesía=>一本诗集
b2-586|recitar un poema=>朗诵一首诗;un poema de amor=>一首情诗
b2-587|el poeta / la poetisa=>诗人;un poeta maldito=>一位落魄诗人
b2-588|leer en voz alta los versos=>大声读诗句;el último verso del poema=>诗的最后一行
b2-589|escribir en prosa=>以散文笔法写作;la prosa poética=>诗意散文
b2-590|un ensayista célebre=>一位著名随笔作家
b2-591|el personaje principal=>主角;un personaje histórico=>一位历史人物
b2-592|el argumento de la película=>电影情节;sostener un argumento=>支撑一个论点
b2-593|la trama se complica=>情节扑朔迷离;una trama policiaca=>警匪情节
b2-594|escribir el prólogo=>作序;en el prólogo del libro=>在书的序言里
b2-595|la primera edición=>第一版;una edición de lujo=>精装版
b2-596|una reedición conmemorativa=>纪念再版
b2-597|un bestseller internacional=>国际畅销书
b2-598|encabezar la lista de ventas=>登上畅销榜榜首
b2-599|ganar un premio literario=>获得文学奖
b2-600|recibir el galardón=>捧得奖项;el galardón al mejor director=>最佳导演奖
b2-601|la crítica lo destrozó=>评论把他批惨了;críticas favorables=>好评
b2-602|un crítico literario=>文学评论家
b2-603|escribir una reseña=>写一篇书评;una reseña de cine=>一篇影评
b2-604|el público lector joven=>年轻读者群
b2-605|la lectura en voz alta=>朗读;una lectura recomendada=>推荐读物
b2-606|fomentar el hábito lector=>培养阅读习惯
b2-607|devorar un libro=>如饥似渴读书;devoré el libro en dos días=>我两天就把书啃完了
b2-608|hojear la revista=>翻翻杂志;hojear un catálogo=>浏览目录
b2-609|una novela gráfica=>一部图像小说
b2-610|un cómic de superhéroes=>一部超级英雄漫画
b2-611|escribir el guion=>写剧本;un guion cinematográfico=>电影剧本
b2-612|el director de la película=>该片导演
b2-613|el rodaje comienza en mayo=>五月开机;un rodaje en exteriores=>外景拍摄
b2-614|rodar una escena=>拍一场戏;rodar en el desierto=>在沙漠取景
b2-615|asistir al estreno=>出席首映;el estreno mundial=>全球首映
b2-616|estrenar una película=>举行电影首映;estrenar coche nuevo=>头一回开新车
b2-617|una sala de cine completa=>爆满的影厅
b2-618|recaudar en taquilla=>收获票房;la taquilla del cine=>影院售票处
b2-619|un reparto de lujo=>豪华演员阵容;el reparto coral=>群戏阵容
b2-620|el actor principal=>男主角;la actriz revelación=>最佳新人女演员
b2-621|un papel secundario=>一个配角
b2-622|hacer un cameo=>客串一把
b2-623|borrar una escena=>删掉一场戏;la escena final=>最后一场戏
b2-624|montar el decorado=>搭布景;un decorado natural=>实景
b2-625|efectos especiales impresionantes=>震撼的特效
b2-626|la versión original sin doblaje=>无配音原声版;el doblaje al español=>西班牙语配音
b2-627|activar los subtítulos=>打开字幕
b2-628|una película de terror=>一部恐怖片
b2-629|una comedia romántica=>一部浪漫喜剧
b2-630|un drama familiar=>一部家庭剧
b2-631|un documental de naturaleza=>一部自然纪录片
b2-632|una serie de televisión española=>一部西班牙电视剧
b2-633|la segunda temporada=>第二季;una nueva temporada=>新的一季
b2-634|el último episodio=>最后一集;un episodio histórico=>一段历史事件
b2-635|el final de la serie=>剧集大结局;un final feliz=>圆满结局
b2-636|un argumento secundario=>一条支线情节
b2-637|un thriller psicológico=>一部心理惊悚片
b2-638|la banda sonora original=>电影原声带
b2-639|un compositor de bandas sonoras=>一位电影配乐作曲家
b2-640|la sinfonía número cinco=>第五交响曲
b2-641|la orquesta sinfónica=>交响乐团;dirigir una orquesta=>执棒一个乐团
b2-642|el director de orquesta=>乐队指挥
b2-643|tocar el violín=>拉小提琴
b2-644|tocar el piano=>弹钢琴;una sonata para piano=>一首钢琴奏鸣曲
b2-645|tocar la guitarra española=>弹西班牙吉他
b2-646|bailar flamenco=>跳弗拉门戈;un cuadro flamenco=>一场弗拉门戈演出
b2-647|el cante jondo=>深歌（弗拉门戈唱腔）
b2-648|un baile regional=>一种地方舞蹈;sacar a bailar=>请…跳舞
b2-649|el festival de cine=>电影节;un festival de música=>音乐节
b2-650|subirse al escenario=>登台;los nervios antes de salir al escenario=>上台前的紧张
b2-651|los bastidores y las bambalinas=>后台与幕布;tras las bambalinas=>幕后
b2-652|el público asistente aplaudió=>到场观众鼓掌了
b2-653|un aplauso cerrado=>热烈掌声;aplauso unánime=>全场起立鼓掌
b2-654|aplaudir entusiasmado=>热烈鼓掌
b2-655|una ovación de pie=>起立喝彩;conseguir una gran ovación=>赢得满堂彩
b2-656|un espectáculo de luces=>一场灯光秀;un espectáculo impresionante=>一场震撼的演出
b2-657|las entradas se agotaron=>票售罄;agotarse en horas=>几小时内抢光
b2-658|hacer fila=>排队;en la primera fila=>在第一排
b2-659|reservar una butaca=>订一个座位;una butaca de platea=>正厅座位
b2-660|en el intermedio tomamos algo=>中场休息时我们喝了点东西
b2-661|subirse el telón=>幕布升起;el telón de fondo=>背景幕
b2-662|la danza contemporánea=>当代舞蹈
b2-663|bailar ballet=>跳芭蕾
b2-664|una coreografía compleja=>一套复杂编舞
b2-665|el bailarín principal=>首席男舞者;una bailarina de ballet=>一位芭蕾舞者
b2-666|el ensayo general=>彩排;después de muchos ensayos=>经过多次排练
b2-667|ensayar la coreografía=>排练编舞;ensayar hasta tarde=>排练到很晚
b2-668|una ópera de Puccini=>一部普契尼的歌剧
b2-669|el coro del teatro=>剧院合唱团;cantar a coro=>齐声唱
b2-670|alzar la voz=>提高嗓音;a plena voz=>放开嗓子
b2-671|cantar el estribillo=>唱副歌;un estribillo pegadizo=>一段洗脑副歌
b2-672|sacar un disco=>出一张唱片;un disco de oro=>金唱片
b2-673|crear una lista de reproducción=>建一个播放列表
b2-674|seguir el ritmo=>跟上节奏;un ritmo frenético=>疯狂的节奏
b2-675|tararear una melodía=>哼一段旋律;una melodía inolvidable=>难忘的旋律
b2-676|cantar en armonía=>以和声演唱;la armonía del hogar=>家的和睦
b2-677|el folclore andaluz=>安达卢西亚民俗
b2-678|heredar una fortuna=>继承一笔遗产;la herencia cultural=>文化遗产
b2-679|el patrimonio histórico=>历史遗产;patrimonio de la humanidad=>人类遗产
b2-680|la identidad cultural=>文化认同;preservar la identidad=>保持身份认同
b2-681|la generación joven=>年轻一代;de generación en generación=>世代相传
b2-682|la simbología del arte=>艺术的象征体系
b2-683|el imaginario colectivo=>集体想象
b2-684|una figura clave=>关键人物;una figura en la niebla=>雾中人影
b2-685|la influencia de internet=>互联网的影响;bajo la influencia de=>在…影响下
b2-686|inspirarse en=>从…获得灵感;se inspiró en la naturaleza=>他从大自然汲取灵感
b2-687|la musa del poeta=>诗人的缪斯
b2-688|el legado artístico del pintor=>画家的艺术遗产
b2-689|una carrera artística brillante=>辉煌的艺术生涯
b2-690|perfeccionar la técnica=>精进技巧;una técnica depurada=>纯熟的技法
b2-691|la restauración del fresco=>壁画修复
b2-692|un auténtico tesoro=>真正的宝藏;un cuadro auténtico=>一幅真迹
b2-693|sentir afecto por alguien=>对某人有感情;con mucho afecto=>满怀情意
b2-694|con mucho cariño=>非常贴心地;un gesto de cariño=>一个关爱的举动
b2-695|una persona cariñosa=>一个深情的人;una carta cariñosa=>一封深情的信
b2-696|mirar con ternura=>温柔地看着;una sonrisa llena de ternura=>充满怜爱的微笑
b2-697|una carne tierna=>嫩肉;un recuerdo tierno=>一段温柔的回忆
b2-698|el apego a las costumbres=>对习惯的依恋
b2-699|el desapego material=>对物质的超脱
b2-700|la despedida de soltero=>单身告别派对;una despedida emotiva=>一场动情的告别
b2-701|un discurso emotivo=>一场感人的致辞
b2-702|un partido emocionante=>一场激动人心的比赛
b2-703|una película conmovedora=>一部催人泪下的电影
b2-704|un gesto enternecedor=>一个暖心的举动
b2-705|la emoción del reencuentro=>重逢的激动;no controlar las emociones=>控制不住情绪
b2-706|emocionarse hasta las lágrimas=>激动落泪;me emocioné al verla=>见到她我激动了
b2-707|herir los sentimientos=>伤感情;sentimientos encontrados=>百感交集
b2-708|una gran sensibilidad artística=>极高的艺术感受力
b2-709|un tema sensible=>一个敏感话题;ser sensible al dolor=>对疼痛敏感
b2-710|ser susceptible a las críticas=>一听批评就炸毛;no seas tan susceptible=>别那么玻璃心
b2-711|hablar con humildad=>谦逊地说话;la humildad de la campeona=>冠军的谦逊
b2-712|un origen humilde=>出身寒微;una casa humilde=>一所简朴的房子
b2-713|la vanidad humana=>人性的虚荣
b2-714|una persona vanidosa=>一个虚荣的人
b2-715|no seas presumido=>别自我感觉良好;un chico presumido=>一个自负的小伙
b2-716|los celos profesionales=>职业嫉妒;dar celos a alguien=>让某人吃醋
b2-717|sentir admiración por=>对…心怀钦佩;con admiración=>怀着敬意
b2-718|tratar con respeto=>以尊重相待;ganarse el respeto=>赢得尊重
b2-719|una trayectoria respetable=>令人敬重的履历
b2-720|mirar con desprecio=>以蔑视的眼神看;el desprecio hacia el peligro=>对危险的蔑视
b2-721|un tono desdeñoso=>轻蔑的语气
b2-722|la indiferencia ante el sufrimiento=>对苦难的冷漠
b2-723|permanecer indiferente=>依然冷漠;quedar indiferente=>无动于衷
b2-724|el desengaño amoroso=>爱情幻灭;un desengaño tras otro=>一次又一次的失望
b2-725|decepcionar a los fans=>让粉丝失望;la película me decepcionó=>这部电影让我失望
b2-726|una gran decepción=>一次大失所望;decepciones amorosas=>感情上的失望
b2-727|un trabajo frustrante=>一份令人挫败的工作
b2-728|sentir frustración=>感到挫败;la frustración de no poder ayudar=>帮不上忙的无力感
b2-729|guardar rencor a alguien=>怀恨某人;sin rencor=>毫无怨气
b2-730|guardar rencor=>怀恨在心;no le guardo rencor=>我不记恨他
b2-731|un resentimiento antiguo=>一桩陈年积怨
b2-732|resentirse de algo=>为某事怀怨;resentir el cambio de clima=>对气候变化敏感不适
b2-733|ponerse furioso=>勃然大怒;una discusión furiosa=>一场激烈的争吵
b2-734|la ciudadanía indignada=>愤慨的民众;estar indignado con=>对…感到愤慨
b2-735|provocar la indignación pública=>激起公愤
b2-736|enfadarse con=>生…的气;se enfadó conmigo por nada=>他无缘无故生我的气
b2-737|disgustarse por tonterías=>为小事闹不快
b2-738|dar un disgusto=>让人难过;un disgusto tremendo=>一场极大的不快
b2-739|la tranquilidad del campo=>乡间的宁静;vivir en tranquilidad=>过着安稳日子
b2-740|una noche serena=>一个宁静的夜晚;mantenerse sereno=>保持沉着
b2-741|responder con serenidad=>从容作答;la serenidad ante el peligro=>临危不乱
b2-742|sentir alivio=>松了口气;qué alivio!=>真是如释重负
b2-743|sentirse aliviado=>感到释然;una sonrisa aliviada=>如释重负的微笑
b2-744|sentir nostalgia de la infancia=>怀念童年;con cierta nostalgia=>带着些许怅惘
b2-745|una canción nostálgica=>一首怀旧歌;un look nostálgico=>怀旧风
b2-746|la añoranza de la patria=>对祖国的思念
b2-747|una melancolía otoñal=>一缕秋日忧郁
b2-748|un tono melancólico=>一种忧郁的调子;un personaje melancólico=>一个忧郁的角色
b2-749|el júbilo de la victoria=>胜利的欢腾;gritos de júbilo=>欢呼声
b2-750|un público jubiloso=>欢呼雀跃的观众
﻿b2-751|la búsqueda de la felicidad=>对幸福的追求;la felicidad duradera=>持久的幸福
b2-752|un matrimonio dichoso=>一桩美满的婚姻
b2-753|saltar de contento=>高兴得跳起来;estar como un niño con zapatos nuevos=>高兴得像过年
b2-754|un placer hablar contigo=>和你聊天很愉快;con mucho placer=>非常乐意
b2-755|una velada placentera=>一个惬意的夜晚
b2-756|una conversación agradable=>一次愉快的交谈;un clima agradable=>宜人的气候
b2-757|una experiencia desagradable=>一次不愉快的经历;un olor desagradable=>难闻的气味
b2-758|caer en simpatía=>讨人喜欢;tratar con simpatía=>亲切相待
b2-759|sentir antipatía por=>对…反感;una persona antipática=>一个讨人嫌的人
