b2-1890|un saco de dormir térmico=>一条保暖睡袋
b2-1891|hinchar la esterilla=>给防潮垫充气
b2-1892|encender una hoguera=>点篝火;en torno a la hoguera=>围着篝火
b2-1893|asar en la brasa=>用炭火烤;brasa viva=>明火炭
b2-1894|una navaja de bolsillo=>一把折刀
b2-1895|seguir la brújula=>按指南针走;una brújula rota=>一个坏掉的指南针
b2-1896|leer un mapa topográfico=>读等高线地图
b2-1897|perder la orientación=>迷失方向;un ejercicio de orientación=>一次定向练习
b2-1898|un combate de boxeo=>一场拳击比赛
b2-1899|calzarse los guantes de boxeo=>戴上拳击手套
b2-1900|ganar por nocaut=>以击倒获胜;un nocaut en el tercer asalto=>第三回合KO
b2-1901|el asalto final=>最后一回合;ganar el asalto=>拿下回合
b2-1902|practicar esgrima=>练击剑
b2-1903|una competición de halterofilia=>一场举重比赛
b2-1904|una diana de tiro con arco=>一块射箭靶
b2-1905|un combate de lucha libre=>一场自由式摔跤比赛
b2-1906|un fuera de juego flagrante=>一次明显越位;pitar un fuera de juego=>吹越位
b2-1907|sacar un córner=>开角球;marcar de córner=>角球得分
b2-1908|lanzar el saque de banda=>掷界外球
b2-1909|el portero paró el penalti=>守门员扑出点球
b2-1910|ver la tarjeta roja=>吃到红牌
b2-1911|una tarjeta amarilla de advertencia=>一张警告黄牌
b2-1912|una remontada épica=>一场史诗级逆转;remontada histórica=>历史性翻盘
b2-1913|luchar por la clasificación=>为晋级而战;la clasificación general=>总排名
b2-1914|la semifinal de vuelta=>半决赛次回合
b2-1915|los cuartos de final=>四分之一决赛;caer en cuartos=>止步八强
b2-1916|la afición se volcó=>球迷沸腾了;afición por la lectura=>阅读爱好
b2-1917|un hincha incondicional=>一名死忠球迷
b2-1918|corear cánticos=>齐唱助威歌
b2-1919|un polideportivo municipal=>一座市立综合体育馆
b2-1920|una piscina climatizada=>一个恒温泳池
b2-1921|nadar a estilo libre=>游自由泳
b2-1922|una brazada vigorosa=>一下有力的划水;a la braza=>一臂开外
b2-1923|practicar con el flotador=>用浮板练习
b2-1924|el socorrista silbó=>救生员吹哨了
b2-1925|un partido amistoso de despedida=>一场告别友谊赛
b2-1926|una entrada dura=>一次恶意犯规
b2-1927|montarse una tangana=>场上起了混战
b2-1928|una expulsión injusta=>一次不公正的红牌罚下
b2-1929|la alineación titular=>首发阵容
b2-1930|desde el banquillo=>从替补席;calentar en el banquillo=>在替补席待命
b2-1931|el descenso a segunda=>降入乙级;un descenso de precios=>价格下调
b2-1932|conseguir el ascenso=>成功升级
b2-1933|la jornada de liga=>一轮联赛;la trigésima jornada=>第三十轮
b2-1934|ganar la liga=>夺得联赛冠军
b2-1935|un torneo de tenis=>一项网球锦标赛
b2-1936|la verbena del pueblo=>村里的街头晚会
b2-1937|la hoguera de San Juan=>圣胡安篝火;saltar la hoguera=>跳篝火
b2-1938|la mascletà de mediodía=>正午的日间焰火秀
b2-1939|la cabalgata de Reyes=>三王彩车游行
b2-1940|los Reyes Magos traen regalos=>三王来送礼;la carta a los Reyes Magos=>给三王的信
b2-1941|partir el roscón de Reyes=>分三王面包圈
b2-1942|carbón dulce para los traviesos=>给淘气包的糖煤块
b2-1943|cantar villancicos=>唱圣诞颂歌
b2-1944|asistir a la misa del gallo=>参加子夜弥撒
b2-1945|las vacaciones de Semana Santa=>圣周假期
b2-1946|presenciar una procesión=>围观宗教游行
b2-1947|un paso procesional=>一尊圣架彩轿
b2-1948|los nazarenos con capirote=>戴尖帽的游行行者
b2-1949|cantar una saeta=>唱一曲哀歌
b2-1950|los costaleros llevan el paso=>抬轿人抬着圣架
b2-1951|ir a la Feria de Abril=>去逛四月节
b2-1952|una caseta privada=>一顶私人节庆帐篷
b2-1953|un traje de flamenca lunareado=>一条波点弗拉门戈裙
b2-1954|tomar un rebujito=>来一杯雪梨汽水酒
b2-1955|bailar sevillanas=>跳塞维利亚舞
b2-1956|las fiestas patronales del pueblo=>村里的主保节
b2-1957|el santo patrón de la ciudad=>城市的主保圣人
b2-1958|una romería popular=>一场民间朝圣野游
b2-1959|una peregrinación a Lourdes=>一次卢尔德朝圣
b2-1960|hacer el Camino de Santiago=>走圣地亚哥朝圣之路
b2-1961|dormir en un albergue del peregrino=>在朝圣者驿站过夜
b2-1962|sellar la credencial del peregrino=>在朝圣者通行证上盖章
b2-1963|la tumba del apóstol Santiago=>使徒圣地亚哥之墓
b2-1964|pasar la Nochevieja en familia=>全家共度除夕夜
b2-1965|comer las uvas de la suerte=>吃幸运葡萄
b2-1966|las campanadas de medianoche=>新年午夜钟声
b2-1967|un cotillón de fin de año=>一套跨年派对用品
b2-1968|una cabalgata de carnaval=>一场狂欢节彩车游行
b2-1969|disfrazarse en Carnaval=>狂欢节装扮
b2-1970|una comparsa de carnaval=>一支狂欢节歌舞队
b2-1971|un disfraz de pirata=>一身海盗装
b2-1972|disfrazarse de=>装扮成…;se disfrazó de zombie=>他扮成了僵尸
b2-1973|una chirigota gaditana=>一支加的斯滑稽歌舞队
b2-1974|una falla construida por falleros=>法利亚节参与者搭的法利亚
b2-1975|la Nit del Foc=>火焰之夜
b2-1976|un castillo de fuegos artificiales=>一场烟花汇演
b2-1977|lanzar fuegos artificiales=>放烟花
b2-1978|una traca interminable=>一挂没完的连珠炮
b2-1979|explotar un petardo=>放一个爆竹
b2-1980|el turronero de la plaza=>广场上的糖果师傅
b2-1981|pedir información en la oficina de turismo=>在游客中心咨询
b2-1982|alquilar una audioguía=>租一台语音导览
b2-1983|una atracción turística imprescindible=>一处必游景点
b2-1984|el horario de verano=>夏季开放时间
b2-1985|el lunes es día de cierre=>周一闭馆
b2-1986|reservar una casa rural=>预订一间乡村民宿
b2-1987|un hostal cerca de la estación=>车站附近一家廉价旅馆
b2-1988|reservar pensión completa=>订全食宿
b2-1989|media pensión con desayuno=>含早餐的半食宿
b2-1990|una llave magnética desmagnetizada=>一张消磁的门卡
b2-1991|pedir el servicio de habitaciones=>叫客房服务
b2-1992|reclamar una maleta extraviada=>申报行李丢失
b2-1993|esperar en la cinta de equipajes=>在行李转盘前等
b2-1994|la puerta de embarque 23=>23号登机口
b2-1995|el embarque comienza a las diez=>十点开始登机
b2-1996|hacer transbordo en Madrid=>在马德里换乘
b2-1997|un caso de overbooking=>一起超售事件
b2-1998|pagar la tasa aeroportuaria=>缴纳机场税
b2-1999|el avión atravesó una turbulencia=>飞机穿越了一段颠簸
b2-2000|abrocharse el cinturón de seguridad=>系好安全带
b2-2001|el despegue y el aterrizaje=>起飞与降落;un aterrizaje de emergencia=>一次紧急降落
b2-2002|un chaleco salvavidas inflable=>一件充气救生衣
b2-2003|una mascarilla de oxígeno cae automáticamente=>氧气面罩会自动落下
b2-2004|facturar en el mostrador de facturación=>在值机柜台办托运
b2-2005|pasar el control de pasaportes=>过边检
b2-2006|un vuelo de bajo coste=>一班廉价航班
b2-2007|comprar un viaje redondo=>买一张往返票
b2-2008|facturar una maleta de bodega=>托运一件行李
b2-2009|un asiento del pasillo=>一个过道座
b2-2010|un asiento de ventanilla=>一个靠窗座
b2-2011|un recuerdo del viaje=>一件旅行纪念品;guardar buenos recuerdos=>留下美好回忆
b2-2012|una feria de artesanía=>一场手工艺市集;artesanía local=>本地手工艺
b2-2013|pasear por el mercadillo=>逛跳蚤市场
b2-2014|un chamarilero de la plaza=>广场上的旧货商
b2-2015|un regateo interminable=>一场没完的讨价还价
b2-2016|regatear el precio=>砍价;regatear con el vendedor=>跟摊主还价
b2-2017|comprar una ganga=>买了个超值;¡qué ganga!=>太划算了
b2-2018|menudo chollo=>真是捡漏;este abrigo es un chollo=>这件大衣简直是白捡
b2-2019|el saldazo de fin de temporada=>季末大甩卖
b2-2020|una liquidación total por cierre=>关店清仓大甩卖
b2-2021|el escaparate de una zapatería=>一家鞋店的橱窗
b2-2022|una vitrina de cristal=>一个玻璃展示柜
b2-2023|esperar en el mostrador=>在柜台前等
b2-2024|una caja registradora antigua=>一台老式收银机
b2-2025|pasar el código de barras por el lector=>扫条形码
b2-2026|guardar el ticket de compra=>收好购物小票
b2-2027|una bolsa de la compra reutilizable=>一个可复用购物袋
b2-2028|empujar el carrito de la compra=>推购物车
b2-2029|hacer la lista de la compra=>列购物清单
b2-2030|la sección de congelados=>冷冻区
b2-2031|una oferta de tres por dos=>买二送一优惠
b2-2032|la fecha de caducidad=>保质期截止日;comprobar la caducidad=>查保质期
b2-2033|caducar el pasaporte=>护照过期;el yogur ha caducado=>酸奶过期了
b2-2034|artículos rebajados=>打折商品;comprar rebajado=>趁打折买
b2-2035|estar agotado=>卖光了;el número está agotado=>这个码断货了
b2-2036|comprar a granel=>买散装的;frutos secos a granel=>散装坚果
b2-2037|golpear con el martillo=>用锤子敲
b2-2038|clavar un clavo=>钉一颗钉子
b2-2039|apretar el tornillo=>拧紧螺丝;aflojar un tornillo=>拧松螺丝
b2-2040|una tuerca floja=>一颗松动的螺母
b2-2041|un destornillador de estrella=>一把十字螺丝刀
b2-2042|taladrar la pared con el taladro=>用电钻打墙
b2-2043|cortar la tabla con la sierra=>用锯子锯木板
b2-2044|lijar la madera=>用砂纸磨木头
b2-2045|pintar con el rodillo=>用滚筒刷漆
b2-2046|subirse a la escalera de mano=>爬上人字梯
b2-2047|raspar con la espátula=>用刮刀铲
b2-2048|tapar el agujero con masilla=>用腻子补洞
b2-2049|medir con la cinta métrica=>用卷尺量
b2-2050|comprobar con el nivel de burbuja=>用水平尺校平
﻿b2-2051|cerrar la llave de paso=>关总阀
b2-2052|una fuga de agua=>一处漏水;reparar la fuga=>修漏点
b2-2053|una bomba de agua estropeada=>一台坏了的水泵
b2-2054|la caldera de gas=>燃气锅炉;encender la caldera=>开锅炉
b2-2055|programar el termostato=>设定恒温器
b2-2056|encender el aire acondicionado=>开空调
b2-2057|meter los platos en el lavavajillas=>把碗放进洗碗机
b2-2058|limpiar la campana extractora=>清洗抽油烟机
b2-2059|un trozo de cinta adhesiva=>一截胶带
b2-2060|una gota de pegamento=>一滴胶水
b2-2061|clavar una chincheta=>按上图钉
b2-2062|sujetar los papeles con un clip=>用回形针别住纸
b2-2063|una grapadora enchufada=>一台能用的订书机
b2-2064|un rotulador permanente=>一支永久记号笔
b2-2065|borrar con la goma de borrar=>用橡皮擦掉
b2-2066|medir con la regla graduada=>用直尺量
b2-2067|dibujar un círculo con el compás=>用圆规画圆
b2-2068|una crema de puerros=>韭葱浓汤
b2-2069|calabacines rellenos=>酿西葫芦
b2-2070|una berenjena asada=>一根烤茄子
b2-2071|espinacas frescas=>新鲜菠菜
b2-2072|acelgas salteadas=>清炒牛皮菜
b2-2073|un brócoli al vapor=>一株蒸西兰花
b2-2074|una coliflor entera=>一整颗花菜
b2-2075|una col rellena=>酿卷心菜
b2-2076|una ensalada de endivias=>一份菊苣沙拉
b2-2077|rabanos con sal=>就着盐吃小萝卜
b2-2078|un puré de nabos=>一份芜菁泥
b2-2079|un boniato asado=>一只烤红薯
b2-2080|un tallo de apio=>一根芹菜
b2-2081|guisantes con jamón=>豌豆配火腿
b2-2082|judías verdes salteadas=>清炒四季豆
b2-2083|un plato de alubias=>一盘菜豆
b2-2084|un guiso de lentejas pardinas=>一锅棕扁豆炖菜
b2-2085|picar la cebolleta=>切小葱花
b2-2086|ajo tierno confitado=>油封嫩蒜
b2-2087|una cucharadita de pimentón=>一小勺红椒粉
b2-2088|arroz con comino=>孜然炒饭
b2-2089|rallar nuez moscada=>磨肉豆蔻
b2-2090|un clavo de olor=>一粒丁香
b2-2091|jengibre rallado=>姜蓉
b2-2092|una cucharadita de cúrcuma=>一勺姜黄粉
b2-2093|una hoja de laurel=>一片月桂叶
b2-2094|salsa de salvia=>鼠尾草酱
b2-2095|bulbo de hinojo=>茴香球
b2-2096|licor de anís=>茴香酒
b2-2097|un batido de mango=>一杯芒果奶昔
b2-2098|una papaya madura=>一只熟木瓜
b2-2099|romper un coco=>敲开一只椰子;agua de coco=>椰子水
b2-2100|unas brevas con queso=>无花果配奶酪
b2-2101|unas ciruelas pasas=>几颗西梅干
b2-2102|una nectarina jugosa=>一只多汁油桃
b2-2103|un albaricoque seco=>一颗杏干
b2-2104|recoger cerezas=>摘樱桃;las cerezas de la vega=>河谷樱桃
b2-2105|un coulis de frambuesa=>树莓果泥
b2-2106|una mora silvestre=>一颗野生黑莓
b2-2107|unos arándanos rojos=>一把红莓
b2-2108|abrir una granada=>剖开一只石榴;zumo de granada=>石榴汁
b2-2109|un caqui maduro=>一只熟柿子
b2-2110|unos nísperos de abril=>四月的枇杷
b2-2111|una chirimoya dulce=>一只甜番荔枝
b2-2112|un zumo de maracuyá=>一杯百香果汁
b2-2113|tener el don de la palabra=>有口才;un don de la naturaleza=>大自然的天赋馈赠
b2-2114|hacer algo con maña=>干这事有一手;perder la maña=>手生了
b2-2115|hablar con soltura=>说得流利;nadar con soltura=>游得自如
b2-2116|cometer una osadía=>干出一件胆大包天的事
b2-2117|actuar con cautela=>谨慎行事;por cautela=>以防万一
b2-2118|sentir un profundo desasosiego=>深感不安
b2-2119|la zozobra del barco=>船的颠簸;vivir en zozobra=>活在惶恐中
b2-2120|quedarse en completo desconcierto=>完全懵了
b2-2121|quedarse estupefacto=>惊得目瞪口呆;mirar con estupor=>愕然注视
b2-2122|abrir la boca del asombro=>惊讶得合不拢嘴;con asombro=>惊叹不已
b2-2123|en un arrebato de ira=>一时怒起;un arrebato pasional=>一阵情绪冲动
b2-2124|encender una vela=>点一支蜡烛;hacer la vela a un enfermo=>彻夜守护病人
b2-2125|en vela=>彻夜未眠;pasar la noche en vela=>一夜没睡
b2-2126|con desvelo maternal=>以母亲般的牵挂
b2-2127|poner empeño en=>在…上下功夫;empeño sus joyas=>典当首饰
b2-2128|trabajar con ahínco=>发奋用功
b2-2129|causar una honda conmoción=>引起巨大震动
b2-2130|un acto de desagravio=>一次赔罪之举
b2-2131|reparar un agravio=>弥补冒犯;sentirse agraviado=>觉得受了委屈
b2-2132|tiempo de bonanza=>好天气;bonanza económica=>经济景气
b2-2133|hacer frente a la adversidad=>直面逆境;en la adversidad=>身处逆境
b2-2134|sufrir un infortunio=>遭遇不幸;por infortunio=>不幸的是
b2-2135|el azar del destino=>命运的偶然;al azar=>随机地
b2-2136|correr ventura=>冒险闯荡;buena ventura=>好运
b2-2137|la dicha de ser padre=>为人父的福气
b2-2138|dar mucha pena=>让人很难过;cumplir una pena de cárcel=>服刑
b2-2139|azulejos de Talavera=>塔拉维拉瓷砖;forrar la cocina de azulejos=>给厨房贴瓷砖
b2-2140|un zaguán fresco=>一处阴凉的门廊
b2-2141|poner macetas en el alféizar=>把花盆摆上窗台
b2-2142|el vierteaguas de la ventana=>窗上的滴水槽
b2-2143|una celosía de madera=>一扇木花格窗
b2-2144|seguir la veleta=>看风向标行事
b2-2145|avistar desde la atalaya=>从瞭望塔远望
b2-2146|un artesonado mudéjar=>一处穆德哈尔风格藻井
b2-2147|refugiarse bajo el alero=>躲在屋檐下
b2-2148|una placa de inducción vitrocerámica=>一块电磁炉面板
b2-2149|una decisión crucial=>一个关键决定;un papel crucial=>举足轻重的角色
b2-2150|de esencial importancia=>至关重要;la diferencia esencial=>本质区别
b2-2151|un padre estricto=>一位严格的父亲;una dieta estricta=>严格忌口
b2-2152|manos hábiles=>一双巧手;ser hábil con las herramientas=>用工具很在行
b2-2153|un camarero atento=>一位贴心的服务生;atento a los detalles=>细心留意细节
b2-2154|respetuoso con=>对…恭敬;un alumno respetuoso=>一名恭敬的学生
b2-2155|alérgico a=>对…过敏;soy alérgico al polen=>我对花粉过敏
b2-2156|un precio accesible=>一个亲民的价格;un manual accesible=>一本易懂的手册
b2-2157|una excusa creíble=>一个可信的借口
b2-2158|unas instrucciones confusas=>含混不清的说明
b2-2159|recursos escasos=>稀缺的资源;escaso de dinero=>手头紧
b2-2160|un tráfico caótico=>混乱的交通;una vida caótica=>一团乱麻的生活
b2-2161|un sentimiento genuino=>一份真挚的情感;cuero genuino=>真皮
b2-2162|un enfoque novedoso=>一种新颖的思路
b2-2163|una carrera prometedora=>前途无量的职业生涯
b2-2164|un negocio próspero=>一桩兴旺的生意
b2-2165|vulnerable a=>易受…伤害;un ecosistema vulnerable=>一个脆弱的生态系统
b2-2166|un cristal transparente=>一面透明玻璃;una gestión transparente=>透明的管理
b2-2167|un discurso persuasivo=>一篇有说服力的演讲
b2-2168|una respuesta concisa=>一个简洁的回答
b2-2169|una información redundante=>冗余信息
b2-2170|un discurso coherente=>一场逻辑连贯的演讲
b2-2171|un comentario pertinente=>一句中肯的话
b2-2172|un rival formidable=>一个可畏的对手
b2-2173|un éxito tremendo=>巨大的成功;un ruido tremendo=>好大的动静
b2-2174|una velocidad asombrosa=>惊人的速度
b2-2175|un manjar exquisito=>一道精致美味
b2-2176|una vista espléndida=>一片壮丽景色;un trabajo espléndido=>干得漂亮
b2-2177|un trabajo gratificante=>一份令人满足的工作
b2-2178|un cambio sutil=>一个微妙的变化;un humor sutil=>含蓄的幽默
b2-2179|una lucha tenaz=>顽强的抗争;un investigador tenaz=>一位锲而不舍的研究者
b2-2180|un niño terco=>一个犟小孩;obstinado y terco=>又倔又拗
b2-2181|mantenerse obstinado=>固执己见
b2-2182|unos dedos torpes=>笨手笨脚;un movimiento torpe=>一个笨拙的动作
b2-2183|despertarse malhumorado=>醒来一肚子火
b2-2184|una persona mezquina=>一个小气卑劣的人;una respuesta mezquina=>一个刻薄的回应
b2-2185|unas condiciones miserables=>悲惨的条件;hacer un tiempo miserable=>天气糟糕透顶
b2-2186|un trabajo monótono=>一份单调的工作;una voz monótona=>催眠的平直嗓音
b2-2187|un personaje dudoso=>一个可疑人物;de dudosa reputación=>名声可疑
b2-2188|un silencio inquietante=>一阵令人不安的寂静
b2-2189|unas palabras tranquilizadoras=>几句安心话
b2-2190|unos resultados desalentadores=>令人泄气的结果
b2-2191|un efecto devastador=>毁灭性的影响
b2-2192|una victoria aplastante=>一场碾压式胜利;una mayoría aplastante=>压倒性多数
b2-2193|un éxito abrumador=>压倒性的成功
b2-2194|un monumento colosal=>一座巨型纪念碑
b2-2195|un personaje ficticio=>一个虚构角色
b2-2196|análogo a=>与…类似;un caso análogo=>一个类似案例
b2-2197|comparable con=>可与…相比;sin comparable=>无出其右
b2-2198|un tráfico denso=>稠密的车流;un texto denso=>一篇艰深的文章
b2-2199|un apartamento compacto=>一套紧凑的公寓
b2-2200|una imagen estática=>一张静态图像
b2-2201|una tierra estéril=>一片贫瘠土地;un debate estéril=>一场徒劳的争论
b2-2202|una persona escrupulosa=>一个一丝不苟的人
b2-2203|una mirada sagaz=>一双敏锐的眼睛
b2-2204|un momento lúcido=>一个清醒时刻;un ensayo lúcido=>一篇明白晓畅的文章
b2-2205|una situación paradójica=>一个自相矛盾的局面
b2-2206|un comentario ocurrente=>一句妙语
b2-2207|un trato afable=>和蔼可亲的态度
b2-2208|una bienvenida cordial=>热诚的欢迎
b2-2209|una mirada benévola=>一道慈祥的目光
b2-2210|un chico callado=>一个话不多的男孩
b2-2211|un inversor cauteloso=>一位谨慎的投资人
b2-2212|un estilo austero=>一种简朴的风格
b2-2213|un paladar refinado=>讲究的味蕾;gustos refinados=>精致品味
b2-2214|un grupo selecto=>一个精选小组
b2-2215|una posición ventajosa=>一个有利位置
b2-2216|un precio desorbitado=>一个高得离谱的价格
b2-2217|tareas rutinarias=>例行事务;un trabajo rutinario=>一份按部就班的工作
b2-2218|un rumor incesante=>无休止的传言;trabajo incesante=>干不完的活
b2-2219|una elección trascendente=>一个重大抉择
b2-2220|una mejoría palpable=>明显的好转
b2-2221|una historia verosímil=>一个可信的故事
b2-2222|un recuerdo vívido=>一段鲜活的记忆;un sueño vívido=>一场逼真的梦
b2-2223|una convivencia armoniosa=>和谐的共同生活
b2-2224|un paisaje soberbio=>一片绝美风光;un tipo soberbio=>一个眼高于顶的家伙
b2-2225|una experiencia sublime=>一次崇高的体验
b2-2226|un bosque sombrío=>一片幽暗的树林;un futuro sombrío=>黯淡的前景
b2-2227|un agua turbia=>浑水;negocios turbios=>来路不明的生意
b2-2228|un vidrio opaco=>一块磨砂玻璃
b2-2229|una reacción desproporcionada=>一次不成比例的反应
b2-2230|una reunión fructífera=>一次富有成效的会议
b2-2231|una cordillera majestuosa=>一条雄伟的山脉
b2-2232|ciertamente difícil=>确实很难;ciertamente, así fue=>确实如此
b2-2233|plenamente satisfecho=>完全满意;confiar plenamente=>全然信任
b2-2234|sumamente cuidadoso=>极其细心
b2-2235|meramente anecdótico=>仅仅是个插曲
b2-2236|obedecer ciegamente=>盲目服从;confiar ciegamente=>盲目相信
b2-2237|llegar puntualmente=>准时到达
b2-2238|lo advirtió reiteradamente=>他反复提醒过
b2-2239|eventualmente aceptó=>他最终接受了
b2-2240|indudablemente el mejor=>毫无疑问是最棒的
b2-2241|presuntamente involucrado=>据称涉案
b2-2242|supuestamente fácil=>据说很容易
b2-2243|aceptado tácitamente=>默认接受
b2-2244|debidamente autorizado=>经正式授权
b2-2245|consecuentemente, renunció=>于是他辞职了
b2-2246|asimismo=>同样地;asimismo, se aprobó la ley=>同样地，法律也通过了
b2-2247|respire tranquilamente=>您放心呼吸;vivir tranquilamente=>过着安稳日子
b2-2248|a corto plazo=>短期内;una solución a corto plazo=>短期方案
b2-2249|a largo plazo=>长期来看;inversión a largo plazo=>长期投资
b2-2250|aun así=>即便如此;aun así, lo intentó=>即便如此他还是试了
b2-2251|con todo=>尽管如此;con todo, merece una oportunidad=>尽管如此，他值得一搏
b2-2252|en suma=>总之;en suma, un fracaso=>总之，败了
b2-2253|tal y como=>正如;tal y como lo imaginé=>和我想的一模一样
b2-2254|de tal modo que=>以至于;se preocupó de tal modo que enfermó=>他愁得都病了
b2-2255|si bien=>虽然;si bien es caro, vale la pena=>虽贵但值
b2-2256|de ahí que=>因此;de ahí que dimitiera=>所以他才辞职
b2-2257|de lo contrario=>否则;apúrate, de lo contrario perderemos el tren=>快点，否则赶不上火车
b2-2258|en virtud de=>依据;en virtud del contrato=>依合同约定
b2-2259|a raíz de=>由于，在…之后;a raíz del escándalo=>丑闻之后
b2-2260|en el transcurso de=>在…期间;en el transcurso de la reunión=>会议期间
b2-2261|en el plazo de=>在…期限内;en el plazo de un mes=>一个月内
b2-2262|hasta la fecha=>迄今为止;hasta la fecha no hay noticias=>至今杳无音信
b2-2263|hasta el momento=>到目前为止;todo va bien hasta el momento=>到目前为止一切顺利
b2-2264|a grandes rasgos=>大体上;explicarlo a grandes rasgos=>大致讲讲
b2-2265|nada más=>一…就;nada más llegar, llamó=>他一到就打了电话
b2-2266|a la primera=>一次就;lo logró a la primera=>他一把就成
b2-2267|de improviso=>突然;de improviso, se apagó la luz=>灯忽然灭了
b2-2268|de la noche a la mañana=>一夜之间;se hizo famoso de la noche a la mañana=>他一夜成名
b2-2269|por completo=>完全;destruido por completo=>夷为平地
b2-2270|a duras penas=>勉强;a duras penas llega a fin de mes=>他勉强撑到月底
b2-2271|a escondidas=>偷偷地;salió a escondidas=>他偷偷溜了出去
b2-2272|a solas=>单独地;hablar a solas=>单独谈谈
b2-2273|de memoria=>凭记忆;recitar el poema de memoria=>背诵这首诗
b2-2274|de boca en boca=>口口相传;la leyenda pasó de boca en boca=>传说口耳相传
b2-2275|a manos de=>在…手中;murió a manos del asesino=>他死于凶手之手
b2-2276|por voluntad propia=>出于自愿;renunció por voluntad propia=>他主动辞职
b2-2277|contra viento y marea=>不顾一切;siguió adelante contra viento y marea=>他顶住万难继续前行
b2-2278|en ningún caso=>绝不;en ningún caso aceptaremos=>我们绝不同意
b2-2279|bajo ningún concepto=>绝不;divulgaré el secreto bajo ningún concepto=>我打死也不泄密
b2-2280|ni mucho menos=>更谈不上;no ayuda, ni mucho menos paga=>帮忙都不帮，更别提出钱
b2-2281|por descontado=>理所当然;dar por descontado algo=>把某事视为理所当然
b2-2282|más que nada=>主要是;vengo más que nada a saludarte=>我主要是来看你
b2-2283|por decirlo así=>可以说;es, por decirlo así, su segundo padre=>可以说，他是他半个爹
b2-2284|a mi modo de ver=>依我看;a mi modo de ver, exagera=>依我看他夸张了
b2-2285|tomar la palabra=>发言;el presidente tomó la palabra=>主席发了言
b2-2286|tener la palabra=>轮到发言;ahora tienes la palabra=>现在轮到你说
b2-2287|dar luz verde=>开绿灯;el ministerio dio luz verde al proyecto=>部委给项目开了绿灯
b2-2288|poner en tela de juicio=>质疑;puso en tela de juicio su honestidad=>他质疑了她的诚实
b2-2289|hacer oídos sordos=>充耳不闻;hizo oídos sordos a las quejas=>他对抱怨置若罔闻
b2-2290|no dar pie con bola=>处处出错;hoy no doy pie con bola=>我今天干啥啥不对
b2-2291|brillar por su ausencia=>缺席得显眼;el protagonista brilló por su ausencia=>主角却不见人影
b2-2292|pedir peras al olmo=>强人所难;pretender que cambie es pedir peras al olmo=>指望他改，纯属强人所难
b2-2293|aburrirse como una ostra=>无聊透顶;en el pueblo me aburro como una ostra=>在村里我闲得发慌
b2-2294|llevarse las palmas=>拔得头筹;por su creatividad se lleva las palmas=>论创意他当仁不让
b2-2295|estar a la orden del día=>司空见惯;las protestas están a la orden del día=>抗议已是家常便饭
b2-2296|lo cierto es que=>事实是;lo cierto es que nadie lo sabía=>事实是谁都不知道
b2-2297|de nada sirve=>毫无用处;de nada sirve llorar=>哭也没用
b2-2298|una cosa es hablar y otra hacer=>说是一回事做是另一回事;una cosa es la teoría, otra la práctica=>理论一回事，实践另一回事
b2-2299|más vale prevenir que curar=>防患于未然;más vale tarde que nunca=>迟做总比不做好
b2-2300|la inteligencia artificial generativa=>生成式人工智能;un modelo de inteligencia artificial=>一个人工智能模型
b2-2301|el algoritmo de búsqueda=>搜索算法;optimizar un algoritmo=>优化算法
b2-2302|el análisis de datos masivos=>大数据分析
b2-2303|cifrar un mensaje=>加密一条消息;cifrar los datos=>给数据加密
b2-2304|un ataque de ciberseguridad=>一次网络安全攻击;experto en ciberseguridad=>网络安全专家
b2-2305|un hacker ético=>一位白帽黑客
b2-2306|un dispositivo móvil=>一台移动设备;un dispositivo portátil=>一台便携设备
b2-2307|una pantalla táctil rota=>一块碎掉的触摸屏
b2-2308|el código fuente abierto=>开源代码
b2-2309|una conexión de banda ancha=>宽带连接
b2-2310|descargar una aplicación móvil=>下载一款手机应用
b2-2311|actualizarse constantemente=>不断自我更新;el sistema se actualiza solo=>系统自动升级
b2-2312|instalar el sistema operativo=>装操作系统
b2-2313|las redes sociales=>社交网络;dejar las redes sociales=>戒掉社交网络
b2-2314|editar el perfil=>编辑个人资料;un perfil falso=>一个假账号
b2-2315|proteger la privacidad=>保护隐私;ajustes de privacidad=>隐私设置
b2-2316|adjuntar un archivo adjunto=>添加一个附件
b2-2317|un firewall corporativo=>一道企业防火墙
b2-2318|un software libre=>自由软件;instalar el software=>装软件
b2-2319|el hardware del ordenador=>电脑硬件
b2-2320|la innovación tecnológica=>技术创新;fomentar la innovación=>鼓励创新
b2-2321|patentar un invento=>给发明申请专利
b2-2322|un invento revolucionario=>一项革命性发明
b2-2323|un dron de reparto=>一架送货无人机
b2-2324|las gafas de realidad virtual=>VR 眼镜
b2-2325|un brazo robótico=>一只机械臂;la robótica educativa=>教育机器人学
b2-2326|un robot aspirador=>一台扫地机器人
b2-2327|automatizar un proceso=>把流程自动化
b2-2328|digitalizar los archivos=>把档案数字化
b2-2329|llamar al soporte técnico=>打技术支持电话
b2-2330|un fallo del sistema=>系统故障;un fallo garrafal=>一次大乌龙
b2-2331|hacer una copia de seguridad=>备份;restaurar la copia de seguridad=>恢复备份
b2-2332|una pila recargable=>一节可充电电池;una pila de libros=>一摞书
b2-2333|una batería recargable=>一块充电电池
b2-2334|unos auriculares inalámbricos=>一副无线耳机
b2-2335|un ratón inalámbrico=>一只无线鼠标
